Unnamed: 0,연령,성별,상황키워드,전체선톡,감정_대분류,감정_소분류,사람문장1,시스템문장1,사람문장2,시스템문장2,사람문장3,시스템문장3
18939,청소년,여성,학업 및 진로,해당없음,당황,고립된,프로게이머가 되고 싶은데 선생님은 그런 나를 한심하게 생각하는 것 같아서 속상해.,선생님이 진로에 대한 고민을 진지하게 들어주지 않아 속상하시군요.,선생님은 잘 모르시면서 게임을 무조건 한심하다고 생각하시는 것 같아.,선생님은 잘 모르시면서 게임을 무조건 한심하다고 생각하시는 것 같군요. 이 상황을 변화시키기 위해 무엇을 할 수 있을까요?,선생님에게 요즘 게임이 단순 오락이 아니라 스포츠라고 말씀 드리고 싶어.,선생님과의 대화로 상황이 나아지길 바라요.
14278,청소년,여성,가족관계,해당없음,기쁨,신이 난,친구랑 놀러 가는데 엄마가 용돈도 많이 주셨어. 너무 기뻐.,엄마가 용돈을 많이 주셔서 상당히 기쁘시겠어요.,이 용돈으로 유익한 시간 보내고 싶어.,용돈으로 할 수 있는 것엔 무엇이 있을까요?,놀이동산에 가서 재미있게 놀 거야.,놀이동산에 가서 즐거운 시간을 보내길 바라요.
36338,청소년,여성,학교폭력/따돌림,해당없음,상처,배신당한,친한 벗이 갑자기 배척을 하니 배신당한 느낌이야.,친한 벗이 갑작스레 변심하여 따돌림을하면 배신당한 기분이 들겠 네요. 친구와 대화는 해보 셨나요?,이야기를 꼭 들어서 더 섭섭해.,문제가 잘 해결되어서 다시 벗과 행복하게 학교생활을 하시면 좋겠네요.,,
43590,청년,여성,"진로,취업,직장",해당없음,당황,부끄러운,언제까지고 아르바이트만 하며 살 순 없을 텐데 취업이 너무 어려워. 이런 내가 너무 원망스러워.,취업 문제로 괴로운 상황에 처해있으시군요.,날 필요로 하는 곳은 정말 없는 걸까? 부모님께 손 벌리기도 죄송해서 못 하겠어.,현재의 괴로운 상태를 벗어나기 위해 할 수 있는 일은 무엇일까요?,포기하지 않는 것인 것 같아. 난 아직 이루고 싶은 것도 많고 효도도 못 했으니까.,포기하지 마시고 이루고자 하는 바를 이루시길 바라요.
44069,중년,남성,건강,해당없음,당황,남의 시선을 의식하는,나 요즘 갱년기인 것 같아. 너무 우울하네.,갱년기 같아서 기분이 좋지 않으시군요.,난 왜 그럴까? 난 정말 문제야.,이런 기분이 들 때마다 어떻게 하셨나요?,일기를 썼었어. 이번에도 그래야겠다.,이번에도 일기를 쓰셔서 기분이 좋아지시길 바라요.
9723,중년,여성,"직장, 업무 스트레스",해당없음,상처,고립된,직장에서 외톨이가 되었어.,직장에서 외톨이가 되어서 속상하시군요. 좀 더 자세히 이야기해 줄 수 있어요?,다들 골프를 하는데 나만 못하니까 자기들끼리 주말에 따로 만나고 단체 채팅방도 따로 만든 거 같아.,나만 빼고 자기들끼리 노는 것 같아서 소외된 느낌을 받으셨군요. ,,
7041,청년,남성,"연애,결혼,출산",해당없음,상처,질투하는,이번에 친구 녀석이 아홉 살 연하랑 결혼한다네. 난 아직 싱글인데 부러워 죽겠네.,연하 신부를 맞는 친구가 매우 부러우시군요. ,부러운 정도가 아니라 엄청나게 질투 나지. 심지어 예쁘기까지 하던데.,만나는 사람도 없는 상황에서 친구가 연하의 미모의 여성과 결혼한다니 많이 질투 나겠어요.,,
49813,청소년,남성,학업 및 진로,해당없음,상처,질투하는,시험성적 스트레스 때문에 미치겠어. 게임을 하는 게 유일한 삶의 낙이라니까.,스트레스가 크셔서 게임에 빠지셨군요.,한편으로는 너무 게임에만 몰두하는 게 아닌가 싶어서 고민이야.,게임에 빠지셔서 고민이군요. 앞으로 어떻게 해야 할까요?,아무래도 내가 너무 학업 문제를 피하려고만 했던 것 같아. 마음잡고 해봐야겠어.,마음을 다잡아서 기분이 나아지셨으면 좋겠네요.
13096,청년,여성,"진로,취업,직장",해당없음,상처,상처,신규상품 홍보를 위해 나보고 길거리 전단지 배포 업무를 하래.,전단지 배포 업무를 해서 슬프시겠어요.,요즘 일이 너무 힘들고 지쳐. 거기다 전단지 배포 업무를 하라고 하니 너무 상처야.,전단지 배포 업무를 하라고 해서 상처받으셨군요. 어떻게 하면 상황이 나아질까요?,친구들과 신나게 스트레스를 풀어야겠어.,친구들과 즐거운 시간을 보내시며 스트레스도 날아가길 바라요.
28579,노년,남성,재정,만성질환 유,불안,혼란스러운,요즈음같이 코로나일구로 외출을 억제하다 보니 돈도 별로 필요 없는 것 같아.,그렇지요? 인터넷으로 필요하신 거 주문하시곤 하세요? ,필요한 것이 별로 없기도 하고 또 인터넷 이용도 조금은 서툴러서 어떻게 해야 하는지도 모르겠어. ,갑작스러운 사회적 분위기 변화에 적응하기 혼란스러워 보이시네요.,외출을 거의 안 하다 보니 돈 쓸 일도 별로 없고 이러려고 돈 벌려고 아웅다웅하며 살아왔나 하는 자괴감도 들 때도 있어. ,여러 가지 변화에 많은 고민이 있어 보이시네요.
42062,중년,남성,"직장, 업무 스트레스",해당없음,분노,성가신,일이 너무 힘든데 경제적 이유로 그만둘 수가 없어. 나는 돈 버는 기계 같아.,돈 때문에 힘든 일을 그만두시지 못하시는군요.,좀 쉬면서 내 시간을 갖고 싶은데 그럴 수 없어. 내가 능력이 없어서 그런 거 같아.,무능력함을 느껴 괴로우시군요. 앞으로 어떻게 해야 할까요?,내 시간을 확보할 수 있는 방법을 찾아야겠어.,좋은 아이디어가 생각나길 바라요.
20815,청년,여성,"진로,취업,직장",해당없음,슬픔,마비된,취업이 안되니 그냥 포기하고 부모님 집에서 지내고 있어.,취업을 포기했다니 무기력해졌을 것 같아요.,맞아 게다가 집에만 있으니까 밖에 나가기도 싫어.,집에만 있으니까 밖에 나가기가 싫군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요?,일단 운동이라도 하면서 기운을 차려야겠어.,어서 기운을 차렸으면 좋겠어요.
41,청년,여성,"진로,취업,직장",해당없음,슬픔,비통한,직장 생활 육 개월 차인데 아직도 적응하기가 힘들어. 사회생활이 이렇게 괴롭고 슬픈 일이 많을 줄 몰랐어.,회사에서 어떤 일이 있으셨나 보군요. 저에게 말씀해주실 수 있나요?,입사하고 나서 정시에 퇴근한 적이 거의 없고 항상 야근만 했어. 근데 회사에서는 야근 수당도 주지 않아.,일한 만큼의 보수를 주지 않아 몸도 피곤할 텐데 마음도 아주 속상하시겠어요.,,
11430,청년,남성,"연애,결혼,출산",해당없음,불안,두려운,십 년 넘게 함께한 친구가 언제부터 여자로 느껴지기 시작해서 아무 일도 손에 잡히지 않아.,오래된 친구가 갑자기 이성으로 느껴져 다른 일은 손에도 잡히지 않는 상황이군요. 어떻게 하고 싶으세요?,고백했다간 친구 사이로 다시 못 보게 될까 봐 두려워. 하지만 그 친구 생각이 머리에서 떠나질 않아.,너무 소중한 사람이라 두려움도 큰 듯해요.,맞아. 나에게 긍정적인 감정은 있는 것 같은데 주변의 친구를 통해 좀 더 알아보는 것은 어떨까?,역시 본인에게 소중하고 좋은 친구인 것 같네요. 그만큼 고백하기가 신중해지는군요.
44695,중년,여성,건강,해당없음,당황,당황,너무 답답하고 우울해서 채팅으로 만난 친구한테 고민 상담을 했는데 괜한 짓을 한 것 같아.,답답하고 우울해 채팅 친구에게 고민 상담을 한 것을 후회하시는군요?,믿을만한 사람이라고 생각해서 별 얘기 다 했는데 자꾸 우리 가족에 대해 꼬치꼬치 캐는 거야.,믿을만한 사람이라 얘기했는데 가족에 대한 걸 캐묻는군요.,갑자기 너무 무서워졌어. 사이트 탈퇴하고 번호도 바꾸고 앞으로는 조심해야 할 것 같아.,사이트 탈퇴하고 폰 번호도 바꾸시고 조심하셔서 별일 없기를 바라요.
14019,청년,여성,"연애,결혼,출산",해당없음,상처,버려진,애인하고 헤어졌어. 내가 차였어.,애인과 헤어지다니 상심이 크겠어요.,결혼까지 생각한 사람인데 떠나버렸어. 왜 떠났는지도 모르겠어.,결혼까지 생각한 사람인데 떠나버렸군요. 이 상황에서 할 수 있는 게 어떤 것이 있을까요?,붙잡고 싶은데 마음이 이미 떠나버린 것 같아. 한 번만 더 설득해봐야지.,애인을 잘 설득해서 지금 상황을 잘 극복하기 바라요.
1166,청소년,남성,학교폭력/따돌림,해당없음,상처,질투하는,학원 친구가 나보다 좋은 대학교에 합격해서 기분이 안 좋아.,친구가 사용자님보다 좋은 대학에 합격해서 질투심을 느끼고 있군요.,나도 열심히 노력했는데 친구가 더 좋은 결과를 받아서 부러워.,열심히 노력했는데 원하는 결과를 얻지 못해 질투가 난 것 같아요.,나도 현실을 받아들이고 더 열심히 하는 방법뿐이야.,스스로 더 노력하려고 하는군요.
16919,노년,남성,대인관계,만성질환 무,상처,배신당한,친구가 팔던 영양제라 믿고 샀는데 어디서 만들었는지도 모르는 저질 상품이었다니.,친구 분에게 산 영양제에 문제가 있었군요.,텔레비전에서 노년 대상 사기 수법이라고 본 상품이랑 똑같았다니까. 전화도 안 받더라고.,이미 전화를 피하고 계시군요. 이 상황을 해결하기 위해 할 만한 방법이 있을까요?,그 사람은 친구도 아니야. 친구 녀석들과 모여서 어떻게 해야 할 지 의논해 봐야겠어.,친구 분들과의 대화로 영양제 문제가 해결되었으면 좋겠네요.
891,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,흥분,그동안은 몰랐는데 아내가 나 몰래 우리 노후 준비를 끝냈다고 해서 기뻐.,아내분이 따로 노후 준비를 해 둔 걸 알게 되어서 기쁘시겠어요.,그러게. 아내가 알뜰한 줄은 알았지만 재테크에 능력이 있는 줄은 몰랐어.,아내의 재테크 능력에 놀라셨군요. 노후 자금은 어떻게 쓰실 계획이신가요?,아내와 둘이서만 해외여행을 다녀오고 그다음에는 아파트를 정리해서 전원생활을 하고 싶어.,여행도 가고 전원생활도 하는 노후를 즐기시길 바라요.
4092,청년,여성,"연애,결혼,출산",해당없음,상처,억울한,신혼여행을 가고 싶은데 코로나 때문에 못 갔어.,신혼여행은 인생에 한 번뿐인 기회인데 너무 아쉬울 것 같아요.,게다가 일정이 미뤄지면서 위약금까지 어마어마해.,계획한 대로 이루어지지 않아 아쉬울 텐데 비용까지 많이 들어 억울하시겠어요.,맞아 그래서 너무 화가 나.,계획한 대로 되지 않아 많이 속상하실 것 같아요. 잘 마무리가 되었으면 좋겠어요.
4409,청년,여성,"진로,취업,직장",해당없음,슬픔,우울한,아침마다 회사에 출근하는 것이 너무 괴로워.,일터로 출근하기 괴로우시지요?,우리 회사는 왜 재택근무 실시를 안 하는 걸까. 친구들은 다 하고 있다는 말을 들으니 우울해져.,친구들과 다른 환경에서 일하셔서 더 우울하시겠어요.,,
31205,노년,남성,대인관계,만성질환 유,불안,초조한,같이 일하는 친구가 갑자기 쓰러졌대.,저런. 친구 분 건강이 안 좋으셨나요?,잘 모르겠어. 지금 병원에 가는 중이야.,친구 분 건강에 별 문제가 없기를 바라요.,,
4773,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,신뢰하는,아이에 대한 아내와의 의견은 항상 일치하는 편이야.,어떤 의견인가요?,예를 들면 학원 공부나 아이의 취미생활 같은 거 말이야.,서로 의견이 맞아서 다행이네요.,가족들과의 신뢰를 위해 배려하는 대화를 많이 하는 편이거든.,가족들과의 대화를 중요하게 생각하고 계시는군요. 멋지세요.
3738,청년,여성,"진로,취업,직장",해당없음,분노,노여워하는,공기업 부당 채용 뉴스가 남 얘기 같지 않고 화가 나네.,공기업 부당 채용 뉴스를 보셨군요. 무슨 일이신가요?,취업 준비생 입장에서 당황스러워. 더군다나 사기업도 아니고 공기업이라니 사기업에는 이런 일이 빈번하게 일어날 것을 생각하니 더 화가 나.,기회가 모두에게 공평하게 주어진 것이 아니라는 생각에 억울하시겠어요.,이런 일이 일어나는 걸 완전히 막을 순 없겠지만 제대로 된 제도를 통해 최대한 방지하면 좋겠어.,노력한 사람들이 정당한 보상을 받는 사회가 되었으면 좋겠네요.
34291,청년,남성,"진로,취업,직장",해당없음,분노,악의적인,야근을 하면서 야근 수당도 안 챙겨줘서 고발했어. 짜증 나.,야근 수당을 안 챙겨줘서 고발하셨군요. 짜증이 많이 나셨겠어요.,올바른 일을 한 거겠지? 마음이 살짝 불편하긴 해.,마음이 편해질 수 있는 방법이 있을까요?,고발한 생각을 그만 곱씹어야겠어.,생각을 멈추기 위해 어떤 일을 하는 게 좋을까요?
38407,노년,남성,재정,만성질환 무,슬픔,낙담한,직업에 만족을 못 하다 보니 자신이 안쓰럽네.,직업이 만족스럽지 않으신가요?,이직하려 해도 나이도 많고 기술도 없으니 한계가 있어.,그럼 일을 즐겁게 할 수 있는 방법은 없을까요?,마음을 먹으려고 노력은 하지만 예전 잘 나가던 생각을 하면 노력하는 것마저 안쓰러워.,마음이 많이 힘드신 것 같아 보여요.
33309,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,고립된,나는 아내랑 딸과 같이 살고 있는데 같은 여자라서 그런지 두 사람만 대화하고 나는 끼어주지 않아서 고립된 것 같아 속상해.,모녀의 대화에 함께하지 못해 무척 고립감이 큰가 봐요.,아직 그러지는 않았지만 나의 고립되고 당황스러운 마음을 전달하고 싶어.,솔직한 감정을 전달하려고 하시는군요.,잘할 수 있을지 몰라 조심스러워 하지만 솔직하게 전달할 수 있도록 노력해볼거야,솔직한 감정전달에 앞서서 조심스러움을 느끼시는것같아요.
1813,청소년,남성,가족관계,해당없음,기쁨,만족스러운,형이 이번에 태권도 선수가 됐는데 금메달을 수상했어. 그래서 나도 기뻐.,형이 금메달을 따서 기분이 기쁘시군요.,응. 나도 좋았지만 특히나 부모님이 기뻐하셨어.,형이 금메달 따서 부모님도 모두 기뻐하셨군요.,내가 생각해도 형이 진짜 대단해. 내 형이어서 뿌듯해.,형을 대단하다고 생각하셨군요.
36375,청소년,여성,가족관계,해당없음,슬픔,마비된,최근 가족들이 전부 나한테 차갑개 구는 것 같아 예전이랑 달라졌어.,식구분들이랑 무슨일이 있으셨나요??,그냥 얼마전에 좀 속상한일이있어서 화를 냈더니 그 뒤로 계속 이상태야 내가 뭘 그렇게 잘못했는지 모르겠어.,그런일이 있으셨군요 그래도 가족이니까 곧 괜찮아질꺼에요.,,
6891,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,걱정스러운,요즘 큰 딸과 대화하기가 어려워서 고민이야.,큰 따님과 소통에 어려움이 있어 고민하고 계시는군요.,사춘기라 그런지 자꾸 혼자 있으려 하고 엄마하고만 얘기한다니까. 아빠는 피하는 것 같아.,딸이 사춘기라 대화하기 힘들어 고민하고 계신 것 같아요. 이럴 때 상담할 수 있는 사람이 있나요?,우리 형에게 물어볼까? 벌써 다 큰 딸이 있거든.,형님에게 상담하려고 하시는 것 같네요. 도움이 되시면 좋겠어요.
14454,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,낙담한,내 돈은 아내가 마음대로 써버렸어.,자기 물건을 함부로 쓰면 기분이 나쁘겠네요.,맞아. 내 퇴직금인데 아들한테 사업하라고 줬다네.,그렇군요. 기분이 조금이라도 나아질 방법이 없을까요?,아내랑 이야기해봐야겠어. 싸울 것 같기도 하네.,아내분과 대화를 시도해 보려고 하시는군요.
33781,청년,남성,"진로,취업,직장",해당없음,당황,남의 시선을 의식하는,프로젝트가 무산돼서 팀원들이 속상해할 것 같아.,팀원들이 속상해할 것을 걱정하고 계시군요.,많이 준비했었는데 다들 상심이 클 거야.,어떻게 해야 속상한 마음을 덜어낼 수 있을까요?,커피라도 한 잔씩 돌리고 다시 힘내라고 해봐야겠어.,커피를 돌리려고 하시는군요. 또 어떤 방법으로 팀의 사기를 진작시킬 수 있을까요?
28189,노년,남성,대인관계,만성질환 유,불안,취약한,같은 병실을 사용하는 환자들은 다 병문안을 온 사람들이 있는데 나만 없어.,사용자님만 혼자라서 마음이 아프시겠어요.,자식들이 있는데 일하느라 바쁘다고 찾아오질 못하고 있어.,어떻게 해야 지금의 기분이 나아질까요?,자식들이랑 전화라도 좀 해봐야겠어.,자식들과의 전화를 통해 기분이 나아졌으면 좋겠네요.
34082,청소년,남성,학교폭력/따돌림,해당없음,분노,구역질 나는,친구들을 괴롭히는 애들을 보면 그 아이에게 왜 그러는지 물어보고 싶어서 답답해.,친구에게 직접 물어보고 싶어서 답답하시군요.,친구를 괴롭히는 심리가 궁금해. 사이좋게 지냈으면 좋겠어.,친구들과 사이좋게 지내고 싶군요. 사이좋게 지내려면 어떻게 해야 할까요?,서로 게임을 하면 친구들과 사이좋게 지낼 수 있을 거 같아.,게임을 해야 한다면 그것은 어떤 이유 때문인가요?
31445,노년,여성,대인관계,만성질환 유,불안,조심스러운,오래된 모임이 있는데 요즘 기침이 잦아져서 나가도 될지 모르겠어. 코로나까지 겹쳐서 말이야.,잦은 기침 때문에 모임에 나가는게 조심스러우시군요. ,그러게 말이야. 코로나 때문에 이래저래 고민이네.,코로나 때문에 고민이 많으시군요.,,
19410,노년,남성,대인관계,만성질환 유,상처,상처,내가 퇴원한지 얼마나 됐다고 자식들이 모두 집으로 가 버려서 서운해.,자녀 분들에게 많이 섭섭하셨겠어요.,일부러 자식들 좋아하는 국이랑 반찬을 해놨는데 매번 이러네.,이 상황을 해결할 좋은 방법이 있을까요?,자식들한테 진지하게 말을 해봐야겠어.,자녀 분들과 대화가 잘 풀려 기분이 좋아지셨으면 좋겠어요.
4029,청년,남성,"연애,결혼,출산",해당없음,기쁨,편안한,결혼하니까 마음이 편안하네.,어떤 점에서 마음이 편안하다고 느끼셨나요?,일단 생활에 안정감이 생기는 것 같아. 그리고 덜 외로운 것도 있고.,외로운 감정이 줄고 안정감이 생기셨다니 기뻐요.,,
23993,노년,남성,"건강,죽음",만성질환 유,불안,불안,오래 전 기억은 고사하고 요즘 있었던 일들까지 깜빡깜빡 하니 너무 불안해.,오래 전 기억과 최근 일들이 기억이 잘 안 나셔서 불안하시군요.,젊었을 적에는 기억 못하는 게 없었는데 더 심해질까 불안해.,어떻게 해야 불안한 감정이 해소될 수 있을까요?,아내와 치매를 예방하는 게임을 해봐야겠어.,꾸준한 운동을 통해 건강한 몸을 만드셨으면 좋겠네요.
26953,노년,남성,재정,만성질환 유,슬픔,낙담한,퇴직했는데 이제 어떻게 살아야하나 돈도 없고 걱정된다.,다 써버린 퇴직금과 경제문제로 어려움을 겪고 계시는군요.,나에게 남아있는 건 아무것도 없는 것 같아.,경제문제를 해결할 좋은 방법이 있지 않을까요?,더 이상 손 벌리긴 싫은데. 나에게 나오는 연금으로 최대한 삶을 버텨보긴 해야지.,삶에 의지를 가지고 살아가셔서 꼭 행복해지기를 바라요.
50118,청소년,남성,학업 및 진로,해당없음,당황,혐오스러운,이번 시험에는 성적을 잘 받아야 해. 근데 가끔 우울해서 공부하기 힘들어.,우울증이 공부에 방해가 되어서 힘드시군요.,성적 때문에 더 우울해지는데 치료를 더 적극적으로 받지 않은 것 같아 죄책감이 들어.,치료를 적극적으로 받지 않은 것 같아 죄책감이 드시는군요.,힘들지만 약을 잘 챙겨먹고 식후에는 걷기 운동이라도 하면서 좀 더 적극적으로 노력해볼 거야.,노력하셔서 죄책감에서 조금은 벗어날 수 있으면 좋겠어요.
41784,노년,남성,대인관계,만성질환 무,슬픔,우울한,요새는 울고 싶은 마음뿐이야.,슬픈 일이 있으셨나요?,외롭고 배고프고 춥네.,상황이 많이 힘드신 것 같아요. 도움을 청할만한 사람은 없으실까요?,그냥 울고만 싶어. 날 믿어주던 사람도 다 죽었네.,계속 울고싶은 기분이 드시나 봐요.
20780,중년,여성,"재정,은퇴,노후준비",해당없음,불안,초조한,지금 다니는 직장을 그만두고 새 일을 도전하고 싶지만 잘 될지 모르겠어. 불안해.,새로운 일에 도전하고 싶은데 잘 될지 모르겠어서 불안해 하시는 군요.,안정된 일을 하다가 새로운 일이 혹시라도 잘못 되면 어떨지 걱정이야.,새로운 일이 잘못되는 경우가 생길까 봐 걱정이 많으시네요. 이후 어떻게 하는 게 좋을까요?,당분간 직장은 다니면서 도전하고 싶은 일이 조금 안정적이 될 때까지 기다려야겠어.,생각하시는 대로 준비하셔서 잘 해결되었으면 좋겠어요.
14459,노년,남성,재정,만성질환 유,기쁨,느긋,항암 치료비를 마련할 수 있을 것 같아.,치료비를 마련하시다니 기분이 좋겠어요.,곧 퇴직금이 나오거든. 잘됐지?,기쁜 일이네요. 항암 치료비 걱정은 없어도 되겠어요.,맞아. 이렇게 살아온 게 너무 자랑스럽다.,스스로가 자랑스러워 행복하시겠어요.
3181,청년,남성,"연애,결혼,출산",해당없음,기쁨,편안한,나 조금 있으면 결혼해. 마음이 편안해져.,결혼하신다니 너무 축하드려요.,이제 결혼하면 안정적이고 편안한 생활을 할 수 있을 거 같아 기대돼.,결혼 후의 편안한 삶이 기대되시는군요.,연애와는 또 다른 마음가짐이 생기는 것 같고 잘살아 보려고.,맞아요. 앞으로의 결혼생활 잘하실 수 있을 거라 믿어요.
34374,청년,남성,"연애,결혼,출산",해당없음,상처,질투하는,가족여행을 와서 좋은데 딸이 남자 친구랑 전화만 해서 속상해.,가족여행에서 따님이 남자 친구와 전화만 해서 속상하시군요.,응. 가족여행까지 왔으면 가족에게 더 신경 써야 한다고 생각해.,가족여행에서 따님이 남자 친구만 신경 쓰는 모습이 속상하시겠네요.,딸이 가족여행에서는 가족들과 함께 보낼 수 있게 주의를 주어야겠어.,그렇게 했을 때 그려지는 최선의 모습은 어떤 것인가요?
50547,노년,남성,대인관계,만성질환 무,불안,취약한,내 소득수준이 낮아져서 너무 허탈해. 다른 사람들과 어울리기 힘들어.,소득수준이 낮아지셨군요. 마음이 허탈하시겠어요.,요즘 열등감이 큰 것 같아. 우유부단한 성격 탓에 대인관계까지 축소돼서 어려움이 많아.,대인관계까지 축소되셨군요. 해결책은 없을까요?,일단 우유부단한 성격부터 고쳐나가야겠어.,생각하신 것처럼 잘 고쳐지셨으면 좋겠어요.
22698,중년,남성,"대인관계(부부, 자녀)",해당없음,분노,악의적인,저녁은 집에 들어가서 먹고 싶지 않아. 그래서 매번 회사에서 저녁을 먹었어.,집에서 저녁 식사를 하는 게 불편하시군요.,왜 저녁을 집에서 먹어야 하는지 모르겠어. 화가 나.,이 분노를 줄이려면 어떻게 하는 게 좋을까요?,가족들과 집에서만 먹지 말고 외식을 한번 해야 할까 봐.,딸과의 관계도 좋아지고 속상한 마음이 하루 빨리 사라졌으면 좋겠어요.
6393,청년,남성,"진로,취업,직장",해당없음,불안,회의적인,요즘 들어 이 회사에 계속 다녀야 하나 생각이 들어.,회사에 계속 다녀야 하나에 대한 생각이 많으시군요.,응. 나의 경력에 큰 도움이 되지 않고 야근이 너무 많아.,야근으로 인한 피로가 많이 쌓이셨군요. 이직의 생각이 있으신가요?,아직 잘 모르겠어. 이직해야 할까?,경력에 도움이 되지 않고 야근이 많아 회의감이 느껴지신다면 다시 고민해보는 것도 좋을 것 같네요.
20383,노년,여성,"건강,죽음",만성질환 유,상처,상처,내가 자식들에게 이것 밖에 안 되나? 내 암 치료를 포기한대.,자녀분들의 결정에 정말 상처받으시겠어요. 더 자세히 말씀해 주시겠어요?,돈 때문이래. 나한테는 미안하지만 도저히 그 돈을 낼 수가 없대.,정말 속상하시겠어요. 지금 슬픔을 덜기 위해 할 수 있는 일이 있을까요?,그저 자식들에게 버려진 것 같아서 씁쓸하네. 친구들에게 신세타령이나 해야겠어.,친구들과 신세한탄이라도 하시면서 기분이 나아지셨으면 좋겠어요.
7162,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,혼란스러운,갑자기 딸이 유학을 가겠다고 하네. 잘 다니던 직장을 관두고 무슨 유학을 가겠다는지 혼란스러워.,갑작스러운 따님의 유학으로 걱정이시군요.,나이도 있으니 결혼부터 하고 가지 갑자기 저러니 혼란스러워.,따님이 결혼을 안 하고 유학을 계획 중이라 걱정이시군요.,유학을 다녀오면 나이가 서른다섯은 넘을 건데 결혼은 안 하고 평생 혼자 살 생각인가 봐!,이 부분에 대해 따님과 이야기해보셨나요?
148,청년,남성,대인관계,해당없음,기쁨,느긋,난 사람들 만나는 것보다 집에 혼자 있는 게 더 좋은데 대인관계가 꼭 필요할까?,대인관계에 대해 필요성이 없다고 생각하시는군요.,내가 필요한 사람만 필요한 때에 만나면 되지 그렇지 않은 사람을 꼭 만날 필요는 없잖아.,대인관계에서 필요한 사람만 만나면 된다고 생각하시는군요.,,
38618,노년,남성,대인관계,만성질환 무,불안,당혹스러운,매일 텔레비전의 화면만 바라보면서 하루하루를 보내고 있어. 나만 겪는 어려움은 아니겠지만 여생을 산다는 것이 무의미 한 것 같아.,네 별일 없이 거의 매일 텔레비전만 바라보고 지내시기에 여생이 무의미 할 것 같다는 말씀이시군요. 그래도 특히 문제 되는 사연이 무엇이 있을까요?,그냥 가족이 있는데도 혼자라는 느낌이야. 실제로도 가족들과의 대화가 적고 유리 인간처럼 서로 대화 없이 지낸다는 점이 힘든 거야.,대화 부족으로 인해 힘이 든다고 말씀하시는군요. 혹 이런 경우 어떻게 하면 해결책을 갖고 있나요?,글쎄 사람 말에 집중하면 되지 않을까. 요즘 사람들은 집중하기 힘들어하니.,네 해결하려는 훌륭한 생각을 갖고 계시네요.
39972,노년,남성,대인관계,만성질환 유,상처,충격 받은,집 안에서도 밖에서도 나의 자리가 없어.,어디에도 속하지 못한다는 느낌을 받으시나요?,집에서는 불편한 사람이 된 것 같아. 밖에서도 필요한 사람이 아닌 것 같고.,어떤 이유로 그런가요?,나한테 말도 잘 안 걸고 내가 말하면 다들 귀찮아하는 것 같아. 실패한 인생이야.,이런 마음을 털어놓고 말을 할 분이 계신가요?
19591,중년,여성,"재정,은퇴,노후준비",해당없음,상처,고립된,은퇴하고 나서부터 남편이 나를 무시하는 기분이 들어.,은퇴도 힘든 시기인데 남편 분까지 그러니까 많이 외로웠겠어요.,은퇴시기에 남편이 날 무시한다 생각이 들어서 더 외로운 거 같아.,많이 외로우셨군요. 어떻게 하는 것이 가장 좋은 방법일까요?,남편에게 내 감정을 직접 말해주는 게 가장 좋은 방법인 것 같아.,감정을 직접 말해줘서 해결이 잘되었으면 좋겠어요.
477,청소년,남성,학업 및 진로,해당없음,분노,구역질 나는,아빠는 왜 내가 뭘 하고 싶은지 관심조차 없는 건지 화가 나.,아빠가 진로에 관심을 기울여 주지 않아 화가 나셨군요.,나는 선생님이 아니라 경찰관이 되고 싶은데.,어떻게 하면 아버지가 진로에 관심을 가질 수 있을까요?,아무래도 오늘 밤에 아빠랑 남자 대 남자로 얘기를 해 봐야겠어.,아버지와 대화로 잘 풀었으면 좋겠어요.
50378,노년,여성,"건강,죽음",만성질환 무,슬픔,후회되는,얼마 전 남편 건강이 악화되어서 너무 슬프고 걱정이야.,배우자 건강이 악화되어 걱정이시군요.,고작 옆에서 돌봐주는 것 밖에 할 수 없어서 안타까워.,이 상황을 어떻게 해결하면 좋을까요?,일단 남편과 함께 매일 짧은 시간이라도 같이 산책을 하며 기분을 전환해야겠어.,기분전환을 하고 잘 해결되었으면 좋겠어요.
682,노년,남성,대인관계,만성질환 유,상처,고립된,아내가 수술했는데 첫째는 외국에 있어서 못 오고 막내는 야근이라 못 온다네.,자제분들이 모두 바빠서 병문안을 오지 못하는데 기분이 어떠신가요?,다들 어쩔 수 없는 상황이긴 하지만 당연히 서운하지. ,혼자 계셔서 많이 서운하셨겠어요.,젊어서 일하느라 한참 바쁠 때니 이해해야지. 나라도 아내 옆에 있어 다행이야.,아내분을 든든하게 지켜주시는군요.
